"tournament_selection|eager_breader_crossover|the_hop|elitism_True","tournament_selection|eager_breader_crossover|the_hop|elitism_False","tournament_selection|eager_breader_crossover|merge_and_split|elitism_True","tournament_selection|eager_breader_crossover|merge_and_split|elitism_False","tournament_selection|eager_breader_crossover|swap_mutation|elitism_True","tournament_selection|eager_breader_crossover|swap_mutation|elitism_False","tournament_selection|eager_breader_crossover|dream_team|elitism_True","tournament_selection|eager_breader_crossover|dream_team|elitism_False","tournament_selection|gbx_crossover|the_hop|elitism_True","tournament_selection|gbx_crossover|the_hop|elitism_False","tournament_selection|gbx_crossover|merge_and_split|elitism_True","tournament_selection|gbx_crossover|merge_and_split|elitism_False","tournament_selection|gbx_crossover|swap_mutation|elitism_True","tournament_selection|gbx_crossover|swap_mutation|elitism_False","tournament_selection|gbx_crossover|dream_team|elitism_True","tournament_selection|gbx_crossover|dream_team|elitism_False","tournament_selection|twin_maker|the_hop|elitism_True","tournament_selection|twin_maker|the_hop|elitism_False","tournament_selection|twin_maker|merge_and_split|elitism_True","tournament_selection|twin_maker|merge_and_split|elitism_False","tournament_selection|twin_maker|swap_mutation|elitism_True","tournament_selection|twin_maker|swap_mutation|elitism_False","tournament_selection|twin_maker|dream_team|elitism_True","tournament_selection|twin_maker|dream_team|elitism_False"
"[41900, 51300, 42500, 39800, 41300, 47300, 44000, 47100, 50200, 47200, 43500, 41000, 44600, 47300, 43100, 44900, 46600, 50300, 44600, 45500, 46700, 42900, 47800, 44000, 42500, 49400, 41600, 43700, 44400, 47500]","[44300, 49500, 40100, 46300, 45500, 40600, 45500, 42700, 45900, 47500, 42900, 40100, 41300, 52600, 51400, 46100, 43400, 45600, 45000, 44400, 45800, 43400, 42900, 41800, 47600, 42500, 42000, 41700, 40400, 44500]","[44600, 41200, 44200, 41700, 47500, 46400, 43900, 42200, 45400, 45000, 41100, 46100, 41900, 41900, 43100, 48000, 44800, 44800, 43000, 43300, 42800, 42600, 43900, 49300, 44900, 44400, 45600, 44100, 44800, 45000]","[40400, 49500, 42700, 46700, 42900, 41600, 43000, 43100, 46000, 47400, 44500, 42800, 42700, 44300, 45300, 41200, 44000, 46600, 46500, 43700, 44600, 42500, 41600, 43200, 43300, 40800, 47500, 42800, 42900, 41900]","[50400, 42200, 55000, 44900, 40900, 47500, 48400, 40600, 42200, 42800, 43900, 42200, 49200, 49700, 44700, 41900, 45300, 46900, 48000, 43700, 43900, 37900, 48400, 44500, 55500, 45900, 43300, 44700, 45100, 40100]","[44700, 47100, 43800, 43000, 45400, 44900, 46400, 48900, 48700, 45300, 40600, 48200, 42900, 43500, 43300, 47600, 50400, 41800, 43700, 48600, 46700, 43600, 42400, 48600, 42600, 44700, 45300, 44500, 49000, 38800]","[51300, 48200, 43300, 45200, 43400, 43200, 41100, 42400, 46000, 45300, 41000, 43300, 44400, 44900, 49900, 43600, 44500, 45600, 41900, 43800, 42700, 42600, 44900, 44500, 45000, 40200, 45500, 42400, 48000, 43800]","[41600, 40800, 50700, 43300, 47000, 44000, 43000, 46500, 43200, 43400, 49000, 51300, 41100, 42700, 46400, 43400, 43800, 46500, 42800, 44700, 49400, 42300, 45000, 50100, 49500, 45500, 44800, 49200, 42300, 46900]","[33900, 35400, 34800, 33400, 35600, 33000, 33400, 37100, 34300, 34100, 37300, 31100, 35100, 35900, 31500, 35600, 33300, 31100, 33600, 37700, 33100, 32500, 32100, 35900, 34300, 34000, 35600, 39100, 33000, 34000]","[32800, 34900, 34800, 32300, 34600, 41500, 32800, 31400, 32000, 31100, 35200, 36900, 33900, 35900, 34000, 34800, 34300, 33000, 34800, 35100, 32200, 34200, 32800, 38700, 30700, 35000, 33700, 33300, 35400, 30900]","[33800, 31100, 34000, 32600, 33400, 35600, 35200, 36800, 33400, 36800, 31500, 32500, 31800, 38000, 30900, 35700, 32500, 31800, 34400, 31500, 31900, 32400, 38300, 33900, 37200, 31000, 39800, 35900, 34800, 38700]","[33400, 35400, 37700, 36500, 36200, 33700, 33100, 34100, 36100, 37900, 33700, 31000, 34600, 36600, 36700, 33700, 33800, 36500, 30200, 36600, 30500, 37900, 33400, 37000, 37600, 36000, 33600, 32900, 33900, 32500]","[31400, 35000, 32800, 33900, 32500, 30700, 34000, 36200, 33700, 36800, 38100, 30900, 35800, 30700, 37000, 35900, 34200, 31300, 32100, 36700, 34200, 32200, 35100, 30500, 32400, 38700, 29400, 31000, 33100, 34200]","[31700, 34400, 35300, 33800, 35600, 32100, 32000, 30900, 34000, 34200, 31400, 33400, 35400, 31800, 35100, 31300, 34600, 35800, 36700, 35700, 33300, 32400, 38600, 33300, 36200, 29400, 33300, 33700, 35400, 32300]","[36100, 34600, 31000, 34000, 35800, 33500, 36000, 36700, 33800, 39400, 34100, 34600, 36500, 37600, 32800, 32700, 34600, 30700, 40000, 33800, 34100, 31600, 38300, 31700, 34400, 35500, 36300, 36600, 33200, 34800]","[36000, 38700, 41400, 32200, 31900, 33200, 37300, 39300, 32200, 34700, 34100, 31400, 36800, 39800, 31800, 36200, 34200, 33700, 33900, 35200, 40100, 32200, 34800, 33800, 32100, 32400, 36700, 34600, 30900, 32800]","[24900, 25800, 29500, 24900, 25700, 23700, 28700, 26200, 23600, 21500, 22100, 20300, 34100, 22800, 18800, 24700, 21300, 25100, 21700, 25000, 21400, 28100, 24300, 25700, 26500, 22700, 26700, 22700, 23800, 20600]","[23100, 23700, 22100, 25000, 22900, 22100, 23000, 27300, 26900, 29500, 18600, 17600, 23200, 26000, 19400, 24800, 27400, 22200, 22300, 24100, 20000, 25200, 20800, 20500, 22700, 23300, 22400, 21600, 24400, 22800]","[21400, 21100, 22400, 24900, 31100, 24200, 23500, 24400, 24600, 22300, 21900, 21600, 24200, 25000, 23600, 21400, 20200, 23200, 20500, 23400, 28000, 20900, 20600, 20400, 24200, 25300, 29600, 23200, 24500, 22100]","[23800, 24300, 22200, 24400, 25900, 26500, 23200, 26700, 25000, 23700, 22800, 22400, 20600, 24100, 28800, 25800, 24200, 25800, 20800, 27200, 25200, 21600, 24500, 23900, 24800, 27900, 24500, 21600, 24300, 27700]","[26200, 28000, 19700, 23800, 19700, 20600, 23400, 24100, 22400, 23500, 23200, 26000, 21400, 24200, 29800, 22200, 26900, 21900, 23100, 22600, 21600, 23200, 24700, 23600, 20400, 23800, 28600, 25500, 24900, 24100]","[22100, 25700, 23200, 20300, 21100, 25700, 25100, 22200, 24600, 23400, 21400, 19600, 28600, 24200, 26000, 21900, 23100, 24900, 22700, 25000, 23000, 22200, 20200, 23400, 23300, 22300, 24400, 23700, 20700, 21500]","[27700, 27500, 23800, 22600, 22800, 24400, 21100, 25000, 23000, 24800, 24100, 25800, 24900, 28500, 28000, 25000, 24400, 20900, 26800, 21500, 22400, 24000, 29700, 23800, 25500, 24200, 26400, 22600, 25800, 24000]","[23900, 24100, 26600, 22500, 30600, 23700, 32000, 26700, 24200, 28900, 30500, 25100, 23000, 25000, 22500, 26200, 26000, 21600, 26400, 27300, 25400, 29500, 25500, 25200, 24000, 26700, 18900, 27900, 22400, 25800]"
"[55900, 60400, 59400, 62200, 58100, 58700, 58000, 63400, 63500, 59900, 55200, 55300, 56800, 58300, 55100, 62300, 62000, 61000, 59500, 58500, 59400, 59000, 59200, 56700, 64000, 60500, 56900, 59200, 60100, 60700]","[58900, 57500, 61700, 62600, 62600, 59700, 63600, 64300, 62200, 60200, 60700, 54000, 61600, 63600, 62400, 60000, 57800, 61100, 61300, 58100, 66600, 57600, 56900, 63100, 58100, 64100, 65800, 59000, 59100, 59400]","[62700, 64700, 63400, 60700, 62900, 57200, 60200, 56600, 61300, 60300, 60400, 57900, 58900, 59800, 61200, 58400, 58400, 53600, 57800, 59800, 58900, 62000, 62400, 59400, 62400, 60200, 67000, 59400, 57400, 61300]","[59800, 64800, 57400, 56300, 60800, 59700, 62400, 59500, 64300, 61600, 62000, 58900, 54700, 61300, 62400, 59300, 57000, 58800, 58000, 65000, 59000, 58400, 58900, 61700, 64600, 62300, 59300, 58300, 60800, 57600]","[62000, 62000, 60800, 67500, 59000, 60900, 58300, 61400, 58100, 59200, 59100, 58200, 63000, 60900, 62200, 59100, 59800, 59900, 61000, 60300, 61900, 58300, 57000, 57700, 61500, 64300, 59500, 57200, 63300, 62500]","[60400, 62300, 63900, 62700, 60400, 61900, 65900, 58800, 59900, 67100, 62800, 59900, 58700, 63300, 57000, 60300, 57900, 62800, 58300, 60300, 58400, 57100, 63300, 61600, 58800, 58200, 62900, 62100, 61300, 58800]","[59500, 56000, 59900, 57200, 60400, 59200, 59100, 61400, 62700, 56700, 60100, 59600, 58800, 63800, 59000, 59200, 59300, 57500, 61900, 64700, 57300, 58500, 60000, 59300, 57400, 58000, 61500, 57100, 59600, 59600]","[59800, 57700, 58200, 59500, 60200, 60400, 58900, 61100, 61100, 58200, 58900, 58800, 58300, 58000, 61700, 57900, 58500, 64200, 59900, 57800, 57700, 56900, 61300, 63500, 60200, 59100, 61600, 58800, 57000, 59800]","[42900, 45300, 39000, 41500, 46700, 37800, 42500, 47000, 43900, 53700, 45000, 46100, 42600, 44900, 42200, 46300, 42000, 42200, 46700, 45300, 45700, 40400, 44500, 45100, 43100, 45100, 41900, 42100, 44500, 43100]","[45100, 44900, 52000, 38800, 45100, 46300, 47900, 39700, 42900, 45400, 42700, 44400, 45400, 50400, 43900, 42300, 41700, 47200, 45600, 44300, 51100, 40500, 40900, 44500, 42700, 52400, 43400, 42300, 46000, 40000]","[46600, 42300, 45600, 42300, 46600, 43400, 56000, 40500, 44100, 42600, 43400, 41700, 40400, 46000, 40900, 44100, 41500, 44500, 44600, 44100, 43600, 38800, 43200, 44900, 45600, 43300, 41000, 41700, 43700, 46700]","[45700, 46200, 46800, 44700, 49800, 46300, 51900, 41000, 41800, 49100, 44400, 43400, 39800, 45200, 45100, 48500, 49800, 44600, 41900, 45000, 36900, 47100, 42400, 46200, 45600, 39600, 39800, 42300, 46000, 39300]","[45700, 42600, 44900, 45300, 43200, 41600, 41700, 43200, 45800, 45700, 43700, 45500, 45000, 44300, 50600, 46300, 46100, 40600, 41500, 45600, 46200, 42400, 43100, 41000, 43600, 41600, 42600, 43900, 48500, 42500]","[46100, 45500, 44300, 43800, 43800, 51700, 42200, 42600, 40900, 42200, 43600, 44500, 44900, 42600, 42600, 44500, 40000, 49400, 45400, 44300, 41200, 45500, 45800, 46700, 45300, 42400, 44800, 48300, 45900, 42400]","[44500, 49200, 42800, 43100, 43500, 47600, 45000, 44900, 40900, 44400, 45800, 44500, 45000, 48700, 46300, 41600, 41100, 45800, 45700, 40800, 45100, 39800, 44700, 46000, 45300, 42300, 41500, 44500, 40300, 43500]","[43800, 46400, 52900, 46100, 44300, 44200, 48200, 43800, 46600, 43200, 44900, 41200, 48600, 43100, 45400, 44800, 44000, 49600, 42400, 48500, 45300, 39600, 44600, 41500, 43000, 41600, 46600, 47300, 49400, 47200]","[28800, 25800, 29500, 26200, 27300, 26100, 28700, 32300, 25100, 29200, 22100, 20300, 34100, 26300, 22500, 27800, 23100, 25400, 23800, 25000, 21700, 28100, 28200, 27700, 26500, 22700, 26700, 25400, 23800, 21500]","[25700, 23700, 24300, 21700, 22500, 26100, 24500, 24300, 23900, 23500, 26100, 20000, 26200, 29100, 21800, 25200, 27100, 21900, 22600, 24900, 24600, 25300, 24300, 29200, 26400, 24200, 24400, 22900, 25000, 23800]","[29000, 23900, 26000, 30300, 31100, 24400, 25400, 24400, 26100, 22300, 31800, 21600, 25400, 26500, 24500, 22500, 23100, 23200, 22300, 23700, 28000, 20900, 23100, 23200, 25500, 25300, 29600, 23400, 25500, 27900]","[24400, 26800, 19400, 25300, 25500, 29500, 23200, 26700, 20400, 23500, 22700, 25400, 22600, 29500, 29600, 25900, 25000, 26000, 21600, 27900, 26000, 25100, 22800, 28100, 28600, 24900, 21200, 22200, 23000, 27700]","[27100, 28000, 21400, 26800, 30400, 23500, 26400, 26900, 22400, 25300, 27400, 26000, 24400, 24200, 29800, 25200, 26900, 31100, 23100, 22900, 25200, 25200, 24700, 25600, 25400, 23800, 29900, 25800, 24900, 24100]","[22100, 27400, 22900, 20600, 28200, 31700, 21400, 25100, 28500, 25900, 28800, 27300, 28600, 24200, 26000, 21900, 24600, 24900, 23100, 25000, 28400, 22800, 22000, 26200, 21900, 28300, 25400, 24900, 21400, 25600]","[27700, 27800, 28900, 24400, 28900, 28000, 26500, 25600, 26300, 26300, 27900, 29400, 32400, 28500, 28000, 26600, 26200, 24800, 33100, 28600, 28500, 26000, 29700, 30400, 27300, 27000, 30900, 22600, 27100, 27400]","[23900, 27000, 26600, 24800, 25200, 20500, 28100, 26700, 26200, 24400, 27500, 25100, 23400, 25500, 33700, 28500, 27400, 26900, 28300, 25500, 23600, 25900, 28700, 29200, 26600, 26700, 26500, 27900, 22400, 27100]"
"[69500, 70900, 69400, 71200, 67900, 67700, 65400, 69600, 68700, 70800, 64500, 69200, 70100, 67800, 63300, 65100, 70600, 66800, 66300, 65700, 71400, 69300, 67000, 65100, 71200, 68200, 67000, 67600, 67300, 70900]","[68300, 64900, 73000, 70300, 69000, 69700, 68500, 68600, 67700, 67300, 67500, 62900, 70300, 70900, 72200, 70200, 68400, 71600, 64400, 63600, 71200, 70900, 68500, 69000, 67800, 69500, 73900, 65800, 68900, 67400]","[69600, 72200, 68800, 68200, 68400, 67400, 67000, 67800, 68700, 72000, 66900, 68400, 68000, 69600, 70600, 66300, 67400, 63700, 70500, 65900, 65600, 70900, 70400, 75600, 69100, 73500, 69800, 70600, 69500, 71500]","[66500, 74000, 66900, 67500, 66400, 65400, 69200, 68200, 70100, 68300, 67800, 70500, 61600, 65700, 70100, 66300, 66000, 63500, 68400, 72300, 71100, 67600, 71600, 65600, 74100, 68000, 65100, 67500, 69800, 67300]","[69600, 72600, 67800, 69400, 69200, 66700, 67800, 76400, 69600, 64500, 66900, 70700, 74200, 68800, 67400, 65100, 68000, 67600, 67200, 67400, 66100, 71600, 68500, 64500, 72700, 71100, 71000, 66400, 67100, 71100]","[67600, 70400, 69300, 68800, 67600, 71200, 73100, 67300, 68800, 75400, 69500, 71300, 67500, 70400, 66300, 69100, 70800, 66200, 70000, 70900, 66000, 70800, 72900, 66900, 63800, 68100, 71300, 71700, 67100, 66900]","[67200, 66100, 67200, 65400, 72600, 64400, 68100, 67100, 68600, 63000, 69900, 69500, 73600, 70500, 68900, 68300, 64200, 65300, 70700, 70300, 65700, 65500, 68900, 65100, 69300, 66500, 66200, 69500, 68200, 65700]","[66600, 69900, 69100, 69000, 72100, 70200, 66900, 64900, 67800, 73100, 68100, 67800, 66300, 67200, 72000, 65800, 62100, 67300, 68700, 70000, 70300, 66000, 68800, 69800, 69300, 65600, 66500, 68200, 68700, 70000]","[47900, 50100, 50800, 47400, 55000, 46600, 53200, 52800, 52100, 54900, 56500, 48900, 47800, 53400, 48200, 51700, 49700, 49900, 53400, 52000, 57200, 48900, 55600, 49800, 53500, 49400, 54300, 52300, 51900, 48800]","[52900, 53200, 61100, 49500, 50200, 51800, 55600, 51700, 53700, 48000, 51600, 56600, 53200, 47500, 53300, 52300, 47900, 46600, 52500, 46900, 59700, 53000, 50400, 51700, 51300, 55400, 50800, 53200, 54800, 47900]","[51000, 49700, 50100, 46600, 53400, 50200, 56000, 49200, 48600, 46200, 51200, 49000, 50700, 54900, 52500, 51300, 48600, 50400, 52200, 52900, 49400, 45600, 49800, 49800, 51900, 58400, 52400, 56200, 54500, 53000]","[50200, 46500, 56400, 53800, 55900, 54300, 56500, 46500, 51600, 55200, 49300, 54200, 49900, 57000, 52400, 51500, 55400, 50300, 47500, 50900, 51300, 51200, 49800, 52300, 55700, 49800, 51300, 51500, 53800, 50800]","[50700, 50600, 47700, 49500, 48000, 56900, 47900, 51600, 56300, 50900, 51700, 53300, 54100, 50300, 50600, 55300, 57300, 53700, 49000, 53700, 53700, 53800, 50200, 46200, 49700, 54600, 53400, 50000, 56500, 51300]","[60100, 57100, 52400, 52600, 52000, 55700, 51000, 49800, 52100, 53400, 51600, 51900, 50600, 49800, 55000, 49600, 46200, 51000, 53400, 53700, 53600, 51300, 49600, 54400, 49900, 49400, 54100, 57400, 55800, 50300]","[49200, 49900, 56100, 51500, 45800, 53600, 53900, 53900, 52000, 52200, 50500, 50800, 50100, 51800, 53100, 56400, 47700, 55800, 53000, 56600, 52900, 52100, 53600, 53100, 51200, 52700, 52400, 49500, 49200, 51100]","[51700, 49500, 52900, 54000, 49100, 52600, 50900, 51800, 52100, 54800, 47600, 53300, 55600, 48100, 57100, 54900, 54500, 55600, 47100, 58300, 46400, 47800, 50800, 54500, 52900, 50900, 50800, 57800, 53400, 57700]","[32000, 28000, 29500, 29200, 27300, 28300, 28700, 32300, 25100, 29200, 24700, 24500, 34100, 27200, 22500, 27800, 27100, 27400, 24800, 26900, 21700, 28100, 28200, 27700, 29400, 27800, 28600, 25700, 30500, 22300]","[25700, 27700, 27500, 25000, 23200, 26200, 24500, 24100, 24300, 27600, 25500, 22300, 27400, 29100, 24400, 24800, 29200, 23200, 24700, 28300, 30700, 23800, 21200, 29200, 26600, 24200, 25100, 25500, 25000, 27500]","[29000, 32800, 29400, 30300, 31100, 27000, 32300, 24900, 26100, 22900, 31800, 23400, 29500, 29700, 24500, 24000, 25600, 23600, 22300, 27300, 29300, 27600, 27100, 28000, 27000, 26900, 29600, 26800, 27000, 27900]","[26400, 27200, 21100, 27800, 31200, 30700, 22800, 27200, 23100, 24700, 27400, 25400, 24500, 24600, 31300, 28800, 25800, 26700, 22400, 27900, 26800, 28000, 24200, 26100, 28100, 29000, 26300, 22900, 27000, 28100]","[30200, 29900, 28000, 26800, 30400, 24500, 26400, 31300, 24000, 29100, 32300, 27800, 29400, 28100, 29800, 25200, 28300, 31100, 23100, 26700, 26500, 25200, 24700, 28200, 27400, 30800, 29900, 30100, 26900, 24100]","[23900, 25800, 26100, 24400, 28200, 24600, 24800, 24200, 29300, 25900, 28800, 25100, 27900, 29200, 26000, 26300, 24600, 22600, 23100, 26100, 28400, 27800, 22200, 26400, 26900, 27700, 25400, 27700, 22800, 31900]","[29000, 34500, 29300, 29900, 30300, 28000, 29800, 30200, 28400, 27600, 30200, 29900, 32400, 28500, 28000, 35800, 28500, 28000, 33100, 28600, 29000, 26000, 29700, 31300, 27300, 27000, 30900, 24100, 32100, 29700]","[26100, 37100, 27000, 25300, 25300, 27900, 24400, 25600, 23100, 25600, 27500, 28600, 23600, 30900, 28100, 27300, 31800, 29100, 28200, 27000, 30800, 29000, 28000, 29200, 25700, 28600, 30300, 27900, 23800, 28000]"
"[73200, 75400, 74400, 77300, 72500, 70300, 71900, 73600, 74100, 73900, 68300, 75600, 73200, 70000, 71900, 70800, 74800, 78200, 72100, 71200, 71400, 72000, 73500, 69200, 71400, 73100, 72800, 73800, 71500, 76600]","[72500, 70400, 76800, 73400, 74400, 74800, 70800, 74500, 73500, 70900, 71200, 71900, 71000, 70900, 72700, 74100, 71700, 73500, 67400, 75900, 73100, 73100, 71400, 73500, 71900, 77100, 74600, 72100, 75500, 75900]","[75800, 73800, 71800, 72500, 74000, 75400, 75800, 71700, 71400, 72300, 70300, 70700, 70900, 75700, 74400, 72500, 70400, 78200, 71500, 72000, 73200, 75100, 75200, 76700, 71700, 73500, 75500, 74400, 72500, 75600]","[73100, 73200, 70500, 77000, 71400, 71300, 73600, 71000, 72900, 70800, 72100, 71100, 70700, 71400, 72000, 71100, 71600, 71400, 75200, 75400, 74300, 72400, 73000, 73500, 76200, 73900, 72500, 73500, 74000, 71500]","[72100, 76000, 76100, 73300, 72100, 74700, 70600, 80500, 76200, 74100, 71400, 74400, 76800, 71000, 72800, 72100, 71600, 72000, 71900, 69200, 74400, 71700, 72300, 70500, 74400, 75000, 75800, 69300, 72200, 75900]","[69800, 73900, 72200, 75200, 72100, 75000, 76600, 74000, 76300, 74600, 73400, 76800, 72900, 76700, 72200, 70800, 71100, 73000, 73600, 71800, 72500, 73200, 74700, 71100, 68900, 70000, 73000, 72700, 75700, 72600]","[74000, 70900, 74400, 70300, 75100, 72600, 72800, 70700, 73200, 71100, 72000, 73300, 74300, 72500, 71500, 72000, 72000, 69700, 72100, 74700, 76600, 71700, 73300, 74900, 75200, 73000, 74600, 72700, 72000, 72900]","[73100, 73300, 73000, 74300, 71500, 71600, 75000, 73200, 76000, 72400, 73900, 70100, 75800, 72500, 73600, 76300, 67500, 73200, 72400, 72900, 75800, 71600, 73900, 73000, 74200, 73300, 71100, 73300, 72700, 75000]","[54400, 55600, 53200, 56600, 62300, 57600, 58500, 55600, 56000, 56600, 56500, 56900, 55700, 59800, 56700, 57500, 53400, 57300, 57800, 56300, 60000, 50300, 58300, 56600, 61300, 54600, 58600, 58100, 57900, 52700]","[57000, 57700, 58800, 54200, 58200, 55900, 55600, 56300, 53700, 53800, 61200, 57400, 57700, 59200, 59300, 59900, 56200, 49900, 56600, 51700, 61900, 58700, 56300, 56300, 63700, 59800, 59200, 58500, 59200, 58900]","[55400, 56900, 51900, 52600, 60100, 59800, 61300, 54900, 52900, 54500, 58800, 52500, 54700, 58100, 58200, 62400, 52700, 55400, 55700, 54700, 53700, 58100, 52300, 57200, 54400, 61100, 57900, 62300, 57400, 56400]","[56300, 54400, 57600, 54600, 56800, 58100, 56800, 52900, 56100, 58800, 53700, 55000, 58600, 57000, 55200, 56400, 56200, 57400, 54900, 54600, 59300, 58600, 55900, 57000, 64100, 54200, 57900, 58600, 55600, 54700]","[61500, 55600, 55400, 57100, 53800, 59600, 52100, 58800, 56300, 54700, 54900, 59200, 54100, 58200, 56500, 57100, 57300, 59500, 56400, 60400, 54500, 59200, 55600, 50800, 56400, 55300, 53900, 57000, 56600, 57100]","[55400, 60400, 57400, 56800, 56600, 58900, 55800, 56800, 53500, 57200, 55100, 59200, 56200, 57600, 56800, 59400, 50400, 59800, 60500, 56300, 62700, 52900, 58200, 54500, 57700, 52400, 58500, 57400, 57900, 53200]","[56100, 53300, 56100, 62100, 50800, 61100, 60700, 57800, 54100, 57600, 57700, 57900, 54200, 55900, 54900, 60300, 53100, 58900, 57500, 59500, 55200, 56400, 56500, 58600, 57800, 56100, 55200, 54400, 56500, 55000]","[58900, 52400, 57000, 59000, 55300, 55700, 54000, 58100, 55300, 59700, 57400, 53600, 56200, 56800, 57100, 54900, 54300, 56500, 54100, 60500, 59300, 52000, 54200, 58000, 56700, 55900, 55100, 55600, 58300, 57700]","[32000, 30200, 29500, 29200, 27900, 28800, 28700, 32300, 27300, 29500, 29800, 24500, 34100, 27200, 23800, 28600, 27100, 27400, 29300, 27600, 27300, 28100, 28200, 27700, 31500, 27800, 28600, 25700, 30500, 25200]","[25700, 30300, 27500, 29000, 23800, 28200, 28600, 26100, 28300, 28800, 24900, 22300, 27400, 32900, 25200, 28200, 29400, 29400, 24800, 30900, 30700, 28600, 21200, 26100, 27200, 29500, 25800, 30800, 25100, 27500]","[31300, 32800, 30600, 31100, 31100, 27000, 32300, 27100, 27200, 27300, 31800, 25000, 29500, 29700, 27800, 26500, 26200, 27500, 25400, 27700, 29300, 27600, 27100, 30700, 27800, 26900, 32600, 30800, 27700, 30000]","[26900, 27200, 25500, 30500, 25900, 29500, 27900, 30100, 26000, 28400, 26200, 27900, 25200, 28500, 35300, 27100, 27600, 26700, 30600, 27500, 25500, 28000, 26200, 30000, 26500, 30900, 26300, 27400, 27700, 27500]","[30200, 32600, 29000, 28300, 30400, 26500, 26400, 31300, 26600, 32700, 32300, 28100, 29400, 28100, 31200, 27200, 28300, 32000, 25300, 31300, 30000, 25300, 26000, 28200, 27400, 31800, 31600, 31100, 28100, 27400]","[25500, 24100, 26800, 24400, 31100, 24600, 24900, 24000, 29300, 26100, 28800, 25800, 25200, 26100, 26900, 24300, 25400, 24500, 23500, 30200, 28700, 30000, 24600, 28800, 25700, 25400, 27000, 29400, 24500, 31900]","[32400, 35400, 29300, 30000, 30600, 30400, 32100, 30200, 28900, 27600, 30500, 29900, 32400, 31500, 32500, 35800, 31400, 28000, 33100, 28600, 29100, 28300, 29700, 34400, 27500, 27100, 30900, 28000, 38300, 40000]","[27400, 26300, 27600, 31200, 27500, 28600, 33200, 29100, 23700, 26600, 34900, 28100, 25900, 29300, 28700, 30600, 30000, 29900, 29500, 27000, 29000, 34600, 27700, 30300, 26000, 28600, 38200, 28200, 27000, 28000]"
